link_id,prcn_dt,tfvl,sped,ocpy_rate,trvl_hh,snapshot_stat_dt,snapshot_saved_at
4050020400,20260915232500,0,50,0,21,2026091523,2026-09-15 23:29:26
4050019200,20260915232500,0,49,0,8,2026091523,2026-09-15 23:29:26
4060011403,20260915232500,0,41,0,7,2026091523,2026-09-15 23:29:26
4060011402,20260915232500,0,43,0,5,2026091523,2026-09-15 23:29:26
4050116900,20260915232500,0,14,0,108,2026091523,2026-09-15 23:29:26
4060011401,20260915232500,0,43,0,6,2026091523,2026-09-15 23:29:26
4050150100,20260915232500,0,39,0,16,2026091523,2026-09-15 23:29:26
4050144700,20260915232500,0,23,0,19,2026091523,2026-09-15 23:29:26
4060033800,20260915232500,0,31,0,26,2026091523,2026-09-15 23:29:26
4050018100,20260915232500,0,49,0,8,2026091523,2026-09-15 23:29:26
4050012800,20260915232500,0,8,0,66,2026091523,2026-09-15 23:29:26
4060004901,20260915232500,0,36,0,11,2026091523,2026-09-15 23:29:26
4050040600,20260915232500,0,54,0,3,2026091523,2026-09-15 23:29:26
4050017000,20260915232500,0,45,0,15,2026091523,2026-09-15 23:29:26
