rank,place_name,search_radius_m,LINK_ID,ROAD_NAME,distance_m,MAX_SPD,LENGTH,prcn_dt,sped,trvl_hh,tfvl,ocpy_rate,speed_ratio
5,함덕해수욕장,500,4050603700,신북로,340.6,50,45.586866604103,20260827045000,19,22,0,0,0.38
5,함덕해수욕장,500,4050598100,함덕20길,361.7,30,123.719049425666,20260827045000,30,30,0,0,1.0
5,함덕해수욕장,500,4050596700,함덕18길,369.4,30,311.865575616726,20260827045000,32,35,0,0,1.0666666666666667
5,함덕해수욕장,500,4050596800,함덕18길,376.5,30,190.823959446637,20260827045000,19,62,0,0,0.6333333333333333
5,함덕해수욕장,500,4050603800,신북로,377.8,30,336.843800903944,20260827045000,22,116,0,0,0.7333333333333333
5,함덕해수욕장,500,4050274800,함덕12길,386.9,40,75.268170202926,20260827045000,34,64,0,0,0.85
5,함덕해수욕장,500,4050275100,함덕서4길,421.3,30,191.073601718615,20260827045000,41,17,0,0,1.3666666666666667
5,함덕해수욕장,500,4050275000,함덕서4길,482.6,30,30.163838645324,20260827045000,38,18,0,0,1.2666666666666666
5,함덕해수욕장,500,4050600300,신북로,488.1,30,77.870560813465,20260827045000,50,6,0,0,1.6666666666666667
5,함덕해수욕장,500,4050600200,신북로,498.1,30,81.657326844284,20260827045000,53,5,0,0,1.7666666666666666
6,협재해수욕장,500,4050426200,한림로,102.6,50,127.617234862434,20260827045000,28,92,0,0,0.56
6,협재해수욕장,500,4050424500,한림로,204.3,30,136.997540315742,20260827045000,34,38,0,0,1.1333333333333333
6,협재해수욕장,500,4050424400,한림로,335.9,30,225.684209320504,20260827045000,30,44,0,0,1.0
6,협재해수욕장,500,4050426300,한림로,496.8,50,31.092559994596,20260827045000,31,83,0,0,0.62
7,오설록티뮤지엄,500,4060417400,신화역사로,120.0,60,112.537076397918,20260827045000,44,153,0,0,0.7333333333333333
7,오설록티뮤지엄,500,4060418000,녹차분재로,199.3,50,137.489609901227,20260827045000,46,11,0,0,0.92
7,오설록티뮤지엄,500,4060412200,녹차분재로,208.0,60,400.364546755717,20260827045000,49,60,0,0,0.8166666666666667
7,오설록티뮤지엄,500,4060418100,녹차분재로,211.8,50,131.811219156098,20260827045000,44,11,0,0,0.88
7,오설록티뮤지엄,500,4050373500,글로벌에듀로,214.1,50,469.720311841963,20260827045000,36,48,0,0,0.72
7,오설록티뮤지엄,500,4050374800,녹차분재로,262.6,50,434.015145426692,20260827045000,46,169,0,0,0.92
7,오설록티뮤지엄,500,4050373400,글로벌에듀로,270.6,50,410.061945655654,20260827045000,48,37,0,0,0.96
7,오설록티뮤지엄,500,4060412100,녹차분재로,415.0,60,406.559394683337,20260827045000,54,54,0,0,0.9
8,섭지코지,1000,4060532801,-,834.0,50,298.76381425431,20260827045000,28,77,0,0,0.56
8,섭지코지,1000,4060532701,-,985.3,50,298.586158844978,20260827045000,34,63,0,0,0.68
9,주상절리대,500,4060118200,이어도로,89.7,50,212.9374638037,20260827045000,30,26,0,0,0.6
9,주상절리대,500,4060118300,이어도로,95.3,50,203.161460768502,20260827045000,16,47,0,0,0.32
9,주상절리대,500,4060538201,-,281.6,30,133.489853441507,20260827045000,44,53,0,0,1.4666666666666666
9,주상절리대,500,4060049000,이어도로,293.2,50,167.794888325077,20260827045000,48,13,0,0,0.96
9,주상절리대,500,4060048900,이어도로,305.0,50,167.122856023908,20260827045000,41,15,0,0,0.82
9,주상절리대,500,4060048700,이어도로,345.3,10,32.164540253758,20260827045000,34,4,0,0,3.4
9,주상절리대,500,4060048800,이어도로,354.8,10,30.676508609134,20260827045000,35,3,0,0,3.5
9,주상절리대,500,4060048600,이어도로,378.0,50,177.713235681632,20260827045000,39,16,0,0,0.78
9,주상절리대,500,4060118000,대포동서로,379.1,50,60.740160683797,20260827045000,30,41,0,0,0.6
9,주상절리대,500,4060048500,이어도로,387.0,50,178.421999544497,20260827045000,41,16,0,0,0.82
9,주상절리대,500,4060118100,대포동서로,387.0,50,317.526629656801,20260827045000,16,74,0,0,0.32
9,주상절리대,500,4060218400,대포중앙로,451.6,50,472.269516574284,20260827045000,48,36,0,0,0.96
9,주상절리대,500,4060118502,이어도로,456.1,50,451.75757299511,20260827045000,46,36,0,0,0.92
9,주상절리대,500,4060118401,이어도로,462.5,50,445.845617457211,20260827045000,50,32,0,0,1.0
9,주상절리대,500,4060218500,대포중앙로,462.5,50,475.68345902172,20260827045000,28,62,0,0,0.56
10,용머리해안,500,4060302400,사계남로216번길,270.2,50,28.016499334909,20260827045000,21,55,0,0,0.42
10,용머리해안,500,4060302500,사계남로216번길,283.7,50,257.883798233062,20260827045000,23,48,0,0,0.46
10,용머리해안,500,4060200100,산방로,313.8,50,397.004528320502,20260827045000,47,73,0,0,0.94
10,용머리해안,500,4060304500,사계북로,379.1,50,438.287631554431,20260827045000,24,66,0,0,0.48
10,용머리해안,500,4060303700,산방로,393.2,50,259.35082366465,20260827045000,36,29,0,0,0.72
10,용머리해안,500,4060303800,산방로,402.1,50,270.488295492002,20260827045000,35,31,0,0,0.7
10,용머리해안,500,4060304600,사계북로,451.0,50,341.037226658939,20260827045000,23,68,0,0,0.46
10,용머리해안,500,4060296100,사계남로,480.5,50,177.024493831774,20260827045000,25,191,0,0,0.5
10,용머리해안,500,4060303100,산방로,494.4,50,57.147081000637,20260827045000,27,9,0,0,0.54
